artist,asin,media,review_count,star_rating,title,year,
Heavy Temple,B091MRLY6D,"Audio CD,MP3 Music,Vinyl",30,4.8,Lupi Amoris,2021,
Kittie,B00005RD96,"Audio CD,Vinyl",30,4.8,Oracle,2001,
Kvaen,B085WNFGRP,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",30,4.8,Funeral Pyre,2020,
Eyehategod,B000FGG6XY,"Audio CD,MP3 Music,Vinyl",30,4.8,Dopesick,2012,
Wolf,B001R7IHB4,"Audio CD,MP3 Music",30,4.8,Ravenous,2009,
3 Doors Down,B00006ZCFF,"Audio CD,MP3 Music,Audio DVD",526,4.6,Away from the Sun,2002,
Marilyn Manson,B000PDZJ0S,"Audio CD,MP3 Music",507,4.6,"Eat Me, Drink Me",2007,
Coheed and Cambria,B0007OQ6OI,DVD,56,4.7,Coheed and Cambria: Live at the Starland Ballroom [DVD],", et al.",
Coheed and Cambria,B000B8QFHI,DVD,56,4.7,Coheed and Cambria: Live at the Starland Ballroom [UMD Mini For PSP],,
Avenged Sevenfold,B000063147,"Audio CD,MP3 Music,Vinyl",467,4.6,Sounding the Seventh Trumpet,2002,
Mastodon,B0000DDAU9,"Audio CD,MP3 Music,Vinyl",446,4.6,Remission,2005,
Staind,B001CJJWHK,"Audio CD,Audio CD",431,4.6,Illusion Of Progress,2011,
P.O.D.,B00005V530,"Audio CD,MP3 Music,Audio, Cassette",425,4.6,Satellite - Bonus Version,2008,
Sunn O))),B09GBHCCY4,"Audio CD,MP3 Music,Vinyl",55,4.7,"Metta, Benevolence BBC6 Live: on the invitation of Mary Ann Hobbs",2021,
U.D.O.,B087R5NKDS,"Audio CD,Vinyl",416,4.6,We Are One,2020,
Vision of Disorder,B000000H4Y,"Audio CD,MP3 Music,Vinyl",55,4.7,Vision of Disorder,1996,
Chronic Future,B0002ABV0Q,"Audio CD,MP3 Music",55,4.7,Lines In My Face,2004,
Seether,B0009DC4C0,Audio CD,55,4.7,Karma & Effect,2005,
Sikth,B06XYL62DN,"Vinyl,MP3 Music,Audio CD",55,4.7,Future In Whose Eyes,2017,
Orange Goblin,B0002M3VGQ,"Vinyl,MP3 Music,Audio CD",55,4.7,Thieving from the House of God,2004,
Dream Theater,B0052ZFZCG,"Audio Cassette,MP3 Music,Audio CD,Vinyl",410,4.6,When Dream And Day Unite,1989,
Marilyn Manson,B0026IZR84,"Audio CD,MP3 Music",401,4.6,The High End Of Low,2009,
Wolfmother,B002JIOQCO,"Audio CD,MP3 Music,Vinyl",394,4.6,Cosmic Egg,2009,
Michael Schenker,B09WCDCSJG,Audio CD,385,4.6,Universal,2022,
Trapt,B00006WL1Z,"Audio CD,MP3 Music",384,4.6,Trapt,2002,
Emanuel,B000793F74,"Audio CD,MP3 Music",20,4.9,Soundtrack to Headrush,2005,
Dream Theater,B096TWB8HS,Vinyl,20,4.9,Lost Not Forgotten Archives: Train of Thought Instrumental Demos 2003,2022,
Infectious Grooves,B00004Y6N7,"Audio CD,MP3 Music",20,4.9,Mas Borracho,2000,
Reverend Bizarre,B085RKPR4Y,"Vinyl,MP3 Music",20,4.9,So Long Suckers,2020,
The Wedding Present,B009LTIPNU,"MP3 Music,Audio CD",20,4.9,Watusi,1994,
Isis (Rock),B00000JRLG,"Audio CD,Audio CD,Vinyl",20,4.9,Red Sea,1999,
Mr. Bungle,B000002N0B,"Audio CD,MP3 Music,Vinyl",374,4.6,Disco Volante,1995,
Twilight Singers,B000EWBMVA,"Audio CD,MP3 Music,Vinyl",54,4.7,Powder Burns,2010,
Dog Fashion Disco,B00005A0GK,Audio CD,54,4.7,Anarchists of Good Taste,2001,
Jesu,B00076NYPK,"Audio CD,MP3 Music,Vinyl",54,4.7,Jesu,2005,
Zebrahead,B000I2JD62,"Audio CD,MP3 Music",54,4.7,Broadcast to the World,2006,
Rasmus,B000FSGQYG,"Audio CD,MP3 Music",54,4.7,Into: Diamond Edition,2006,
Alien Ant Farm,B00005A7TW,"Audio CD,MP3 Music,Audio, Cassette",367,4.6,ANThology,2001,
Nickelback,B001H68JLI,"Audio CD,Audio CD",354,4.6,State,2008,
Red Hot Chili Peppers,B004XUC8F8,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",355,4.6,Freaky Styley Original Edition,1985,
3 Doors Down,B0013A7N7E,"Audio CD,MP3 Music",353,4.6,3 Doors Down,2008,
Type O Negative,B086WNVQYG,Audio CD,29,4.8,Light My Fire,,
Melvins,B00008ESH4,"Vinyl,MP3 Music,Audio CD",29,4.8,Joe Preston,2017,
Isle of Q,B00004TV51,"Audio CD,MP3 Music",29,4.8,Isle of Q,2000,
Fuel,B001G7IDBE,"Audio CD,MP3 Music,Audio CD",29,4.8,Playlist: The Very Best of Fuel,2008,
Velvet Viper,B08BDTX5GF,"Audio CD,MP3 Music,Vinyl",29,4.8,Pilgrimage,2020,
Nevada Tan,B000O76YNQ,"Audio CD,MP3 Music",29,4.8,Niemand Hort Dich,2007,
Samael,B0011WMHX4,"Audio CD,MP3 Music,Audio, Cassette",29,4.8,Eternal,2008,
Blut Aus Nord,B000I0QL3C,"Audio CD,Vinyl",29,4.8,777 - THE DESANCTIFICATION,2012,
Linkin Park,B000BRI0PE,"Audio CD,Audio CD",29,4.8,One Step Closer,,
Papa Roach,B000066S03,"Audio CD,MP3 Music,Vinyl",347,4.6,Lovehatetragedy,2002,
Staind,B0009X777W,"Audio CD,MP3 Music",344,4.6,Chapter V,2005,
Hallyday Johnny,B015YAJXAS,"Vinyl,MP3 Music,Audio CD",341,4.6,L'Attente,2015,
Machine Head,B0000D96NW,Audio CD,332,4.6,Through the Ashes of Empires,2003,
Queenadreena,B00099FV1A,"Audio CD,Vinyl",53,4.7,The Butcher & The Butterfly,2005,
Sundenklang,B0858S8LHD,"Audio CD,MP3 Music",53,4.7,Jahresringe,2020,
In Flames,B0009IW8I0,"Audio CD,MP3 Music,Vinyl",53,4.7,Lunar Strain,2005,
Rob Zombie,B0030BOCIM,"Vinyl,MP3 Music,Audio CD",327,4.6,Hellbilly Deluxe 2,2010,
Dio,B08JB1GPXB,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",317,4.6,Lock Up The Wolves,2021,
Machine Head,B00000JLC4,"Audio CD,MP3 Music,Vinyl",317,4.6,Burning Red,1999,
Jeff Buckley,B007A6LR3G,"MP3 Music,Audio CD",314,4.6,Sketches For My Sweetheart The Drunk,1988,
Skunk Anansie,B000002BHR,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",306,4.6,Stoosh,1997,
Red Hot Chili Peppers,B004XU9DRO,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",305,4.6,The Red Hot Chili Peppers Original Edition,1984,
Jesus Lizard,B002KL3G4E,"Vinyl,MP3 Music",15,5,Pure Remasterd Bonus Track,2009,
Don Davis,B00008YJCJ,"Audio CD,MP3 Music",301,4.6,Matrix Reloaded: The Album, | ,
Fuel,B000BUE550,"Audio CD,MP3 Music",300,4.6,The Best of Fuel,2005,
Borknagar,B08GFXBK3J,"Audio CD,MP3 Music",15,5,For The Elements,2021,
Pain,B000003RE6,"Audio CD,MP3 Music",15,5,Wonderful Beef,1997,
Red,B001OBBR4W,"Audio CD,MP3 Music",299,4.6,Innocence & Instinct,2009,
Various Artists,B000063UZ6,Audio CD,52,4.7,Family Values Tour 2001,2002,
Deconstruction,B000002MPL,Audio CD,52,4.7,Deconstruction,1994,
Amen,B00004YSBU,"Audio CD,MP3 Music",52,4.7,We Have Come for Your Parents,2000,
Killswitch Engage,B0027LZ0GY,"Audio CD,MP3 Music",281,4.6,Killswitch Engage,2009,
Probot,B00012M5S2,"Audio CD,MP3 Music,Vinyl",271,4.6,Probot,2004,
Leaves' Eyes,B081RDXKM9,"Audio CD,MP3 Music,Vinyl",272,4.6,The Last Viking,2020,
Riverside,B002QEISMA,"Audio CD,MP3 Music,Vinyl",270,4.6,Anno Domini High Definition,2009,
Scars on Broadway,B001BMKOZW,"Audio CD,MP3 Music,Vinyl",268,4.6,Scars On Broadway,2008,
Manowar,B000092A8J,"Audio CD,MP3 Music,Vinyl",269,4.6,Sign of the hammer 1984,,
Theatre of Tragedy,B08NZCQZBT,"Vinyl,MP3 Music,Audio CD",51,4.7,Theatre Of Tragedy,2022,
Murderdolls,B00009VGQN,"Audio CD,MP3 Music,Vinyl",264,4.6,Beyond the Valley of the Murderdolls,2003,
Various,B0012GMWKM,"Audio CD,MP3 Music",262,4.6,Judgement Night: Music from the Motion Picture,2008,
Evanescence,B00068C7W0,DVD,261,4.6,Evanescence: Anywhere But Home,,
Evanescence,B00067BBQE,DVD,261,4.6,Evanescence - Anywhere But Home,,
Evanescence,B0009A1B36,DVD,261,4.6,Anywhere But Home,,
Evanescence,B000666VKG,Audio CD,261,4.6,Anywhere But Home,2004,
Van Der Graaf Generator,B007XYUMKE,"MP3 Music,Audio CD",260,4.6,H To He Who Am The Only One (First Pressing),1970,
Various,B085KJ743R,Audio CD,259,4.6,100 Hits der 80er,2015,
Van Der Graaf Generator,B007XY5L7S,"MP3 Music,Audio CD",254,4.6,The Least We Can Do Is Wave To Each Other,1970,
Refused,B000005WYS,"Audio CD,MP3 Music,Vinyl",28,4.8,Everlasting,1997,
Melvins,B00008ESGY,"Audio CD,MP3 Music,Vinyl",28,4.8,Ozma,2018,
Grendel,B000PSJCQU,"Audio CD,MP3 Music",28,4.8,Harsh Generation,2007,
Melvins,B00008ESH3,"Vinyl,MP3 Music,Audio CD",28,4.8,Dale Crover,2017,
Rishloo,B000R7I9PY,"Audio CD,MP3 Music",28,4.8,Eidolon,2007,
The Bronx,B000FZET4I,Audio CD,28,4.8,The Bronx,2006,
The Bunny The Bear,B004Y4MS44,"Audio CD,MP3 Music",28,4.8,If You Don't Have Anything Nice To Say...,2011,
ASP,B0010TAH44,Audio CD,28,4.8,Horror Vacui,2009,
Pallbearer,B08CPDBHDM,"Audio CD,MP3 Music,Vinyl",248,4.6,Forgotten Days,2020,
Soulfly,B00004Y6RI,"Audio CD,MP3 Music,Vinyl",245,4.6,Primitive,2000,
Michael Schenker,B09WCHFKW1,"Vinyl,Audio CD",50,4.7,Universal Clear/Black Marbled,2022,
Living Sacrifice,B08W7DPPGJ,Audio CD,50,4.7,Living Sacrifice,2021,
Alien Ant Farm,B000FILWRC,"Audio CD,MP3 Music",50,4.7,Up In The Attic,2006,
As Cities Burn,B0009ML1PW,"Audio CD,MP3 Music,Vinyl",50,4.7,Son I Loved You at Your,2005,
Krypteria,B000JJS680,"Audio CD,MP3 Music",50,4.7,Bloodangel's Cry,2007,
Voivod,B006PJCP1M,"Vinyl,MP3 Music,Audio CD",50,4.7,War And Pain,1984,
Iron Maiden,B0050ATUFG,"Vinyl,Audio CD",50,4.7,Running Free (Picture Disc),,
Skunk Anansie,B000002B6V,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",243,4.6,Paranoid & Sunburnt,1995,
Korn,B000MGUZRA,"Audio CD,MP3 Music",239,4.6,MTV Unplugged,2007,
Coal Chamber,B000000H52,"Audio CD,MP3 Music,Audio, Cassette",238,4.6,Coal Chamber,1997,
Stabbing Westward,B0000062GE,"Audio CD,MP3 Music",236,4.6,Darkest Days,1998,
Mindless Self Indulgence,B000WC2UCW,"Audio CD,MP3 Music,Vinyl",237,4.6,You'll Rebel To Anything,2008,
Godsmack,B0002NRRBA,DVD,237,4.6,Godsmack - Changes,,
Dope,B00005R60Y,"Audio CD,MP3 Music",226,4.6,Life,2001,
Fuel,B00004YC03,"Audio CD,MP3 Music,Audio, Cassette",224,4.6,Something Like Human,2000,
Dredg,B0000ALFXX,"Audio CD,MP3 Music",224,4.6,El Cielo,2003,
The Fantomas/Melvins Big Band,B001BP14W6,"DVD,Audio CD",49,4.7,Live From London,,
Glacier,B08J93HRVJ,"Vinyl,MP3 Music,Audio CD",49,4.7,Passing Of Time The,2020,
Emmure,B002F3BQG2,"Audio CD,MP3 Music,Vinyl",49,4.7,Felony,2009,
Lowrider,B00004XT0S,"Audio CD,MP3 Music",49,4.7,Ode To Io,2000,
P.O.D.,B00000JZBU,"Audio CD,MP3 Music",221,4.6,Fundamental Elements of Southtown,1999,
Never the Bride,B000002J3Y,"Audio CD,Audio, Cassette",219,4.6,Encomium: A Tribute to Led Zeppelin,1995,
Eagles of Death Metal,B0001LJCMK,"Audio CD,MP3 Music",214,4.6,Peace Love Death Metal,2015,
Union Underground,B000063206,"Audio CD,MP3 Music",215,4.6,WWF Forceable Entry,2002,
Machine Head,B000000H4W,"Audio CD,MP3 Music,Audio, Cassette",213,4.6,The More Things Change...,1996,
 ,B000H5U62U,"Audio CD,Paperback,Audio CD",213,4.6,Paramour Sessions, | ,
In Flames,B09JT1JTCJ,"Audio CD,MP3 Music",211,4.6,Whoracle,2021,
The Chariot,B000BW8B4Y,"Audio CD,MP3 Music",19,4.9,Unsung,2005,
Alabama Thunder Pussy,B000AL8VN2,"Audio CD,MP3 Music",19,4.9,River City Revival,2005,
Nails,B00454U2G4,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",48,4.7,Mood Swing,2007,
Alice In Chains,B000UZ4COK,Audio CD,48,4.7,MTV Unplugged,2007,
Rollins Band,B0000040P3,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",206,4.6,Weight,1994,
Walk in Darkness,B08ZBRK2TY,"Audio CD,MP3 Music",48,4.7,On the Road to Babylon,2021,
36 Crazyfists,B0016J1NDC,"Audio CD,MP3 Music",48,4.7,Tide & Its Takers,2008,
(Hed) Pe,B000EWBMDS,"Audio CD,MP3 Music",48,4.7,Back 2 Base X,2010,
Haste the Day,B0001FGBUM,"Audio CD,MP3 Music",48,4.7,Burning Bridges,2004,
Disciple,B000IONL8Q,"Audio CD,MP3 Music",48,4.7,Scars Remain,2006,
Alkaloid,B09BGHX4ZR,"Vinyl,MP3 Music,Audio CD",48,4.7,Liquid Anatomy,2021,
Cult of Luna,B0000AB15R,"Audio CD,MP3 Music,Vinyl",48,4.7,Cult of Luna,2003,
Godflesh,B000NVI1HU,"Audio CD,MP3 Music,Vinyl",48,4.7,Hymns,2007,
Godflesh,B000024372,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",203,4.6,Streetcleaner,2008,
Living Colour,B00000274U,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",197,4.6,Time'S Up,1990,
Black Flag,B004WTVP2C,"MP3 Music,Audio CD",196,4.6,My War (Original Vinyl),1983,
Septicflesh,B09TWN296W,Vinyl,27,4.8,Modern Primitive Brown & Black Marbled,2022,
Maylene and the Sons of Disaster,B002767SXM,"Audio CD,MP3 Music",27,4.8,III,2009,
Opera Diabolicus,B09G71JYLQ,"Audio CD,MP3 Music,Vinyl",27,4.8,Death on a Pale Horse,2021,
Earth Crisis,B000000IFU,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",27,4.8,Gomorrah's Season Ends,2014,
Jesu,B000EMSOXE,"Audio CD,MP3 Music,Vinyl",27,4.8,Silver,2006,
Carcass,B08L4FL7H3,"Audio CD,MP3 Music,Audio, Cassette",191,4.6,Swansong,2020,
Monster Magnet,B000007QDK,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",191,4.6,Powertrip,1998,
Buckcherry,B002F4LJF4,"Audio CD,MP3 Music",192,4.6,Black Butterfly,2009,
Linkin Park,B0000UX57K,DVD,189,4.6,Linkin Park: Live in Texas,,
Drowning Pool,B0001M2DKM,"Audio CD,MP3 Music",189,4.6,Desensitized,2004,
Dordeduh,B08WT73HMD,"Audio CD,MP3 Music,Vinyl",47,4.7,Har,2021,
Sybreed,B000WC38OG,"Audio CD,MP3 Music",47,4.7,Antares,2008,
Skindred,B013HC8L80,Audio CD,47,4.7,Volume,2022,
Wumpscut,B000005OPZ,"Audio CD,MP3 Music,Vinyl",47,4.7,Embryodead,2097,
Handsome,B000002BHV,"Audio CD,MP3 Music",47,4.7,Handsome,1997,
Loudblast,B08J22K1NL,"Audio CD,MP3 Music,Vinyl",47,4.7,Manifesto,2020,
Coheed and Cambria,B001QU0WGA,"Audio CD,Audio CD",47,4.7,Neverender: Children of the Fence Edition,2009,
The Church,B007OG1XJ0,"MP3 Music,Audio CD",47,4.7,The Blurred Crusade,1982,
Static-X,B001QWFUBK,"Audio CD,MP3 Music,Vinyl",187,4.6,Cult Of Static,2009,
Dredg,B0009S2TEI,"Audio CD,MP3 Music",187,4.6,Catch Without Arms,2005,
Cannibal Corpse,B00535OOUY,"MP3 Music,Audio CD",184,4.6,Evisceration Plague (Picture Disc),2009,
Taproot,B000069KI1,"Audio CD,MP3 Music",183,4.6,Welcome,2002,
Skunk Anansie,B00000IY06,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",183,4.6,ProdName,,
The Pogues,B009AKM054,"Audio Cassette,Audio CD",181,4.6,Red Roses For Me,1984,
Six Feet Under,B0096W4GVM,"MP3 Music,Audio CD",181,4.6,Maximum Violence,1999,
Jonathan Davis,B00197U0EY,"Multi-Format,DVD",181,4.6,Korn: Live at Montreux [Blu-ray],", et al.",
Orgy,B00004YNGE,"Audio CD,MP3 Music",180,4.6,Vapor Transmission,2000,
Jonathan Davis,B00171NZE4,"DVD,Multi-Format",181,4.6,Live at Montreux 2004,", et al.",
Taproot,B00004TTGI,"Audio CD,MP3 Music,Vinyl",180,4.6,Gift,2000,
Oomph!,B001BJ83QW,Audio CD,179,4.6,Monster,2011,
Bruce Dickinson,B0000258UQ,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",178,4.6,Skunkworks,1999,
Primal Scream,B007A9IY1G,"MP3 Music,Audio CD",177,4.6,XTRMNTR,2000,
Cat Power,B008EAO24S,"MP3 Music,Audio CD",176,4.6,Moon Pix,1998,
Emmure,B089CSCMXB,"Audio CD,MP3 Music,Vinyl",175,4.6,Hindsight,2020,
Danzig,B00002EPK7,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",176,4.6,6:66 Satan's Child,1999,
10 Years,B000ZJVFFA,"Audio CD,MP3 Music",175,4.6,Division,2008,
Schattenmann,B07NRF2F7J,"Audio CD,MP3 Music",46,4.7,Epidemie,2019,
Sentenced,B00000ADZQ,"Audio CD,MP3 Music,Vinyl",46,4.7,Frozen,2009,
Rise of the Northstar,B07FSWS4S4,"Audio CD,MP3 Music,Vinyl",174,4.6,Legacy Of Shi,2018,
Union Underground,B00004UASO,"Audio CD,MP3 Music",173,4.6,... An Education in Rebellion,2000,
Killswitch Engage,B000BQ5J8Q,DVD,172,4.6,(Set This) World Ablaze,,
Primal Fear,B08QBXWHQ8,"Vinyl,MP3 Music,Audio CD",170,4.6,I Will Be Gone,2021,
Hans Zimmer,B00004T0NL,"Audio, Cassette,MP3 Music,Audio CD",169,4.6,Mission Impossible 2,2000,
Calexico,B007PAE3JC,"MP3 Music,Audio CD",169,4.6,Feast Of Wire (Original Double LP Edition),2003,
Rage Against The Machine,B0000WVV7O,"DVD,DVD",168,4.6,Rage Against The Machine - Live at the Grand Olympic Auditorium,,
Rage Against the Machine,B0014637HM,DVD,168,4.6,Live At The Grand Olympic Auditorium,,
Lostprophets,B000FQJP28,"Audio CD,Audio CD",167,4.6,Liberation Transmission,2006,
Flaw,B0001ZMX7C,"Audio CD,MP3 Music",165,4.6,Endangered Species,2004,
Faktion,B000E97HAI,Audio CD,165,4.6,Faktion,2006,
Various Artists,B000063208,"Audio CD,MP3 Music",165,4.6,Spider-Man: Music From And Inspired By,2002,
Dimebag Darrell,B000EULK3W,DVD,162,4.6,"Dimevision, Vol.1: That's the Fun I Have",", et al.",
Rammstein,B00000J1ZG,Audio CD,45,4.7,Stripped,,
Various,B00007FPKG,Audio CD,161,4.6,We're A Happy Family - A Tribute To The Ramones,2003,
Running Wild,B07XLCT4GP,"Audio CD,MP3 Music,Vinyl",161,4.6,Crossing The Blades,2019,
Maylene and the Sons of Disaster,B000N3AVXA,"Audio CD,MP3 Music,Vinyl",45,4.7,II,2007,
Earth Crisis,B000000IEF,"Vinyl,MP3 Music,Audio CD",45,4.7,Destroy the Machines,2012,
Sebadoh,B007IOCVJO,"MP3 Music,Audio CD",45,4.7,Harmacy,1996,
Grave,B001MIDN30,"Audio CD,Audio CD,Vinyl",45,4.7,You'll Never See...,1992,
Old Man's Child,B000AAVEUA,"Audio CD,MP3 Music,Vinyl",45,4.7,The Pagan Prosperity,,
Fear Factory,B0002ZYDYM,"Audio CD,Paperback",161,4.6,Soul of a New Machine,2004,
Corrosion Of Conformity,B0007X9UJC,"Audio CD,MP3 Music,Vinyl",160,4.6,In The Arms Of God,2008,
Kreator,B001HY3BFO,"Audio CD,MP3 Music,Vinyl",159,4.6,Hordes of Chaos,2009,
Soulfly,B0074DXT22,"Vinyl,MP3 Music,Audio CD",159,4.6,Enslaved,2012,
Seeyouspacecowboy,B09H4VFKJD,"Vinyl,MP3 Music,Audio CD",26,4.8,The Romance of Affliction,2021,
Demon Hunter,B0001Z36P0,"Audio CD,MP3 Music",157,4.6,Summer of Darkness,2004,
Powerman 5000,B08BTPN5S9,"Audio CD,MP3 Music,Vinyl",156,4.6,The Noble Rot,2020,
Mindless Self Indulgence,B0016AK3DW,"Audio CD,MP3 Music,Vinyl",156,4.6,If,2008,
Ancient,B09BGKJKXV,"Vinyl,MP3 Music,Audio CD",26,4.8,Svartalvheim,2021,
Agoraphobic Nosebleed,B001T1CMUK,"Audio CD,MP3 Music,Vinyl",26,4.8,Agorapocalypse,2009,
Betty Blowtorch,B000095J25,"Audio CD,MP3 Music",26,4.8,Last Call,2008,
Samael,B000AAVEP0,Audio CD,26,4.8,Samael,,
Sevendust,B000B8QF6O,"Audio CD,MP3 Music,Vinyl",155,4.6,Next EX-DLX,2005,
Chad Kroeger,B00006LJ98,"DVD,VHS Tape",155,4.6,Nickelback - Live at Home,", et al.",
Vast,B00004XPTI,"Audio CD,MP3 Music,Vinyl",154,4.6,Music for People,2000,
Monster Magnet,B00018QIVQ,Audio CD,154,4.6,Monolithic Baby Bonus,2004,
TV on the Radio,B009D4PKH2,"MP3 Music,Audio CD",154,4.6,Dear Science (Original 2 Vinyl Set),2008,
Fuel,B0000062H0,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",151,4.6,Sunburn,1998,
Lucifer,B09DLF3X2M,"Audio CD,MP3 Music,Vinyl",150,4.6,Lucifer IV,2021,
Chimaira,B000092PTT,Audio CD,44,4.7,Impossiblity of Reason,2003,
Nashville Pussy,B001CVA84O,DVD,44,4.7,Live in Hollywood,,
Wizard,B08QR4YY12,"Audio CD,MP3 Music,Vinyl",44,4.7,Metal In My Head,2021,
Trapt,B000AMPYZ4,"Audio CD,MP3 Music",149,4.6,Someone In Control,2005,
Refused,B00000DC10,Audio CD,147,4.6,Shape of Punk to Come - Chimerical Bombination in,1998,
Dream Theater,B095MLQ4Q7,"Vinyl,Audio CD",147,4.6,Lost Not Forgotten Archives: A Dramatic Tour of Events - Select Board Mixes,2021,
Clutch,B000024WMA,"Audio CD,MP3 Music,Vinyl",147,4.6,Impetus,2008,
Helloween,B08T42DMC4,"Vinyl,MP3 Music,Audio CD",147,4.6,Rabbit Don't Come Easy orange/black splatter in,2021,
Chimaira,B0009XG41M,"Audio CD,MP3 Music",145,4.6,Chimaira,2005,
Atreyu,B000EDWL4G,"Audio CD,MP3 Music,Vinyl",146,4.6,A Death-Grip On Yesterday,2006,
Chris Robinson Brotherhood,B01FX5UF56,"Vinyl,Audio CD",146,4.6,"Anyway You Love, We Know How You Feel",2016,
Tea Party,B000003JD0,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",146,4.6,Edges of Twilight,1995,
My Dying Bride,B08KQCJB47,"Audio CD,MP3 Music,Vinyl",145,4.6,Macabre Cabaret,2020,
Various Artists,B0001JXPRA,Audio CD,145,4.6,The Punisher,2004,
Kittie,B00005QEYH,"Audio CD,MP3 Music",142,4.6,Oracle,2001,
Stabbing Westward,B000002ANG,"Audio CD,MP3 Music,Audio, Cassette",142,4.6,Wither Blister Burn + Peel,1996,
Tomahawk,B00005QX0C,"Audio CD,MP3 Music,Vinyl",142,4.6,Tomahawk,2015,
Orgy,B0001CNQLW,"Audio CD,Audio CD",142,4.6,Punk Statik Paranoia,2004,
In Flames,B09JT1J62H,"Audio CD,MP3 Music",141,4.6,The Jester Race + Black Ash Inheritance,2021,
Schoolyard Heroes,B000UZ4G78,"Audio CD,MP3 Music",14,5,Abominations,2007,
Rammstein,B00077CYI2,Audio CD,14,5,Keine Lust Pt.1,2005,
Lustre,B000002G4N,"Audio CD,Vinyl",14,5,Lustre,1996,
Gloryful,B07KLFJDFW,"Audio CD,MP3 Music,Vinyl",14,5,Cult Of Sedna,2019,
Downset,B00004YR6R,"Audio CD,MP3 Music,Vinyl",43,4.7,Check Your People,2000,
Gaahls WYRD,B09FTGP73K,"Audio CD,MP3 Music,Vinyl",43,4.7,The Humming Mountain,2021,
In Flames,B0009IW8IK,"Audio CD,MP3 Music,Vinyl",43,4.7,Subterranean,2005,
Windhand,B00CNVIXU8,"Audio CD,MP3 Music",43,4.7,Windhand,2015,
The Breeders,B00A1USKRY,"Audio CD,Vinyl",43,4.7,Safari,1992,
Unwritten Law,B000086EM6,"Audio CD,MP3 Music",43,4.7,From Music in High Places,,
Dope,B0009VKTA6,"Audio CD,MP3 Music,Vinyl",139,4.6,American Apathy Special Ltd. Edition,2005,
Ill Nino,B0000CC4V8,"Audio CD,MP3 Music",137,4.6,Confession,2003,
Lard,B000000F7D,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",18,4.9,Power of Lard,1991,
Merauder,B00000J7WS,"Audio CD,MP3 Music,Vinyl",18,4.9,Five Deadly Venoms,1999,
Sinister,B000000GZP,"Audio CD,MP3 Music,Vinyl",18,4.9,Cross the Styx,1992,
Sheavy,B000A2H7BI,"Audio CD,MP3 Music",18,4.9,Republic,2005,
Foo Fighters,B0046HJBFI,"Vinyl,Audio CD",18,4.9,My Hero / Dear Lover (Limited Edition Red Vinyl),1998,
Novembre,B001Q7MDJC,"Audio CD,MP3 Music,Vinyl",18,4.9,Novembrine Waltz,2009,
Butthole Surfers,B00000IL20,"Audio CD,MP3 Music,Vinyl",137,4.6,Locust Abortion Technician,1999,
Cynic,B09G6ZQ177,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",136,4.6,Ascension Codes,2021,
Hammerfall,B08L2QZGS5,"Vinyl,MP3 Music,Audio CD",134,4.6,"Chapter V: Unbent, Unbowed, Unbroken",2021,
Primal Scream,B007A897R2,"MP3 Music,Audio CD",133,4.6,Vanishing Point,1997,
ΤOOL,B07MVNTRLQ,"Audio CD,Vinyl",131,4.6,Tool: Complete Studio Album CD Collection with Bonus Art Card,,
Biohazard,B000002MQL,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",131,4.6,State of the World Address,1994,
Amon Amarth,B09B5962N4,"Vinyl,Audio CD",42,4.7,Jomsviking,2021,
Skepticism,B096LTSG56,"Audio CD,MP3 Music,Vinyl",42,4.7,Companion,2021,
Ministry,B000F3AAZW,"Audio CD,MP3 Music",130,4.6,Rio Grande Blood,2006,
Annisokay,B08GB1MKHH,"Audio CD,MP3 Music,Vinyl",129,4.6,Aurora,2021,
Imperia,B08VBH5NWF,"Audio CD,MP3 Music",25,4.8,The Last Horizon,2021,
Black & Damned,B08N37KCYB,"Audio CD,MP3 Music,Vinyl",25,4.8,Heavenly Creatures,2021,
Reverend Bizarre,B085RKH39V,"Vinyl,MP3 Music,Audio CD",25,4.8,Crush The Insects,2020,
Mercenary,B000HA48CE,"Audio CD,Audio CD",25,4.8,Hours That Remain,2006,
In the Woods,B0000C8ARA,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",25,4.8,Heart Of The Ages,2003,
Revis,B0000996HX,"Audio CD,MP3 Music",128,4.6,Places for Breathing,2003,
