artist,asin,media,review_count,star_rating,title,year
Led Zeppelin,B001NRY6P4,"Vinyl,Audio CD",4,4,A Tribute to Johnny Kidd and the Pirates,2008
Uriah Heep,B001H7MWDS,Audio CD,2,4.5,Star Club,2008
Deep Purple,B000CSUULY,Audio CD,4,4,Who Do We Think We Are,2006
Blitzkrieg,B0009SC7TA,"Audio CD,MP3 Music,Vinyl",2,4.5,Sins & Greed,2005
Tygers of Pan Tang,B00099ICL6,"Audio CD,Vinyl",2,4.5,Leg of the Boot: Live in Holland,2005
Judas Priest,B00092QTZE,Audio CD,2,4.5,Point of Entry,2007
Uriah Heep,B00091SMKU,"Audio CD,Vinyl",2,4.5,Come Away Melinda: Ballads,2006
Raven,B0002GMQDQ,Audio CD,2,4.5,For the Future,2004
Tygers of Pan Tang,B0000CAY0L,"DVD,Audio CD",2,4.5,Visions From the Cat House,
Holocaust,B000095J1N,"Audio CD,Audio CD",4,4,Smokin Valves: Anthology,2003
Thin Lizzy,B00007DXIC,Audio CD,2,4.5,Johnny the Fox,2003
Graham Oliver,B00007DWPK,DVD,2,4.5,Oliver / Dawson Saxon: Rock Has Landed- It's Alive,", et al."
Saxon,B0000695LU,Audio CD,2,4.5,Very Best Album Ever,
Gillan,B00005QT9Y,"DVD,DVD",4,4,Classic Rock Legends,
Uriah Heep,B00005OADD,Audio CD,2,4.5,Best of 2,2001
Maximum Audio Biography (Series),B00004UFV4,Audio CD,2,4.5,Maximum Audio Biography: Black Sabbath,2001
Saxon,B0000242SL,Audio CD,4,4,Collection,2004
Tygers of Pan Tang,B00000J9RT,Audio CD,2,4.5,Singles,
,B00000APPG,Audio CD,2,4.5,Masters,
,B000007U5X,VHS Tape,2,4.5,First Ten Years,
Girlschool,B0000070HX,Audio CD,2,4.5,Best of,
Deep Purple,B0021MFCUS,"Audio CD,Audio CD",9,3.7,Come Hell Or High Water (Blu-Spec),
Led Zeppelin,B00MW6INH2,Audio CD,6,3.8,"Led Zeppelin - The Liverpool Empire,Liverpool,England 1973",2014
Iron Maiden,B000K8V97A,"Audio CD,Audio CD",6,3.8,Wasting Love,1992
Girlschool,B00005NQID,Audio CD,3,4.1,Collection,2001
Motörhead,B000003SGV,Audio CD,3,4.1,Best & The Rest of Motorhead 2,1993
,B00006JE7S,"VHS Tape,DVD",4,3.9,Crown Price of Darkness [VHS],
"Osbourne, Ozzy",B00006JDV2,"DVD,VHS Tape",4,3.9,Ozzy Osbourne - Crown Prince of Darkness,
Raven,B00001ZTEE,Audio CD,4,3.9,Raw Tracks,
,6301174259,VHS Tape,7,3.7,Wicked Videos [VHS],
Ian Gillan,B00005LAMR,"Audio CD,MP3 Music",7,3.7,Live Tokyo 23rd October 1978: Shinjuku,2001
Deep Purple,B000025371,Audio CD,5,3.8,On the Road,1999
Def Leppard,B0016LGBMI,Audio CD,5,3.8,Greatest Hits,2008
Motorhead,B000TM048C,HD DVD,32,3.5,Stage Fright,
Raven,B000006ZIV,Audio CD,5,3.8,Everything Louder,2007
Paul DiAnno,B00000G5AU,"Audio CD,MP3 Music",11,3.6,Beyond Maiden: Best Of Paul Di'Anno,1999
"GILLAN,IAN",B0024F13DW,Audio CD,3,4,Anthology,2009
Deep Purple,B001A9TK5Q,Audio CD,3,4,New Live & Rare Volume One,2008
Black Sabbath,B000HOJETW,DVD,3,4,Black Sabbbath in Their Own Words,
Uriah Heep,B0007QS3RE,Audio CD,3,4,Classic Collection,2005
Atomkraft,B0006213V2,"Audio CD,MP3 Music",3,4,Neat Anthology,2004
Motörhead,B00006BH30,"Audio CD,Audio CD",3,4,Overkill,2002
the Erotics,B00005QDZK,"Audio CD,MP3 Music",3,4,21st Century S.O.B,2001
Praying Mantis,B00000INKF,Audio CD,3,4,Demorabilia,1999
Motörhead,B00004TC92,"Audio CD,Audio CD,Audio, Cassette",6,3.7,The Best of & The Rest of,
Black Sabbath,B00007FP9W,"Audio CD,Audio, Cassette",9,3.6,"We Sold Our Soul For Rock 'N Roll, Vol. II",2006
Saxon,B00004SUF8,Audio CD,1,5,Rock Champions,2001
,B000A1595K,"Audio CD,Vinyl",1,5,Fear of the Dark,
Novembers Doom,B00000AXTY,Audio CD,1,5,Amid It's Hallowed Mirth,
Sisyphean,B09V5NMQRV,"Audio CD,MP3 Music",1,5,Colours Of Faith,2022
Iron Maiden,B00004NRU9,Audio CD,1,5,Metal for Muthas 1,", et al."
Saxon,B000I2IQCE,Audio CD,1,5,Introduction to Saxon,2006
Deep Purple,B0000049I7,Audio CD,1,5,Archive Alive,1997
,B005C8W1P2,Vinyl,1,5,Be Quick Or Be Dead (Picture Disc),
The Magnificent,B004ER4ERU,"MP3 Music,Audio CD",1,5,HIT AND RUN LP,
Ian Gillan,B003GLMQY8,"Audio CD,Audio CD",1,5,Live In Nottingham,
Kilpatient M.D.,B0024NL9JC,"Audio CD,MP3 Music",1,5,Psycho - Ology,2009
Ritual,B001UEGRRK,"Audio CD,MP3 Music,Vinyl",1,5,Beneath Aging Flesh & Bone,2009
VARIOUS ARTISTS,B001QF3762,Audio CD,1,5,Aerobics at Home: Aerobics Nonstop,2009
Deep Purple,B001C0U5WK,Audio CD,1,5,Fireball,2008
Black Sabbath,B001B38DN6,DVD,1,5,Black Sabbath: Children of the Grave Collection [DVD],
Deep Purple,B001A9TK4C,Audio CD,1,5,MK3 the Final Concerts,2008
Deep Purple,B001A9TK3I,Audio CD,1,5,Machine Head: Live in Denmark 1972,2008
Deep Purple,B00186VRD4,Audio CD,1,5,Steel Box Collection: Greatest Hits,2009
Motörhead,B0016J681O,Audio CD,1,5,Hit Collection Edition,2008
Black Sabbath,B000V3PQMI,Audio CD,1,5,We Sold Our Soul for Rock N Roll,2007
Judas Priest,B000M08LG8,Vinyl,1,5,Sad Wings Of Destiny,
Bruce Dickinson,B000LY7KMQ,"Audio CD,Vinyl",1,5,Head Tactics,
UFO,B000LWYG70,Vinyl,1,5,Young Blood,
,B000KK2LU2,Audio CD,1,5,We Will Remember,
Judas Priest,B000IOIM1W,Audio CD,1,5,Killing Machine (1978) / Ram It Down (1988),
Judas Priest,B000GZD8NK,Audio CD,1,5,{{{Judas Priest 5 CD SuperPack}}} Unleashed in the East [EXTRA TRACKS] [LIVE] [ORIGINAL RECORDING REMASTERED] / Hell Bent for Leather [EXTRA TRACKS] [ORIGINAL RECORDING REMASTERED] / Stained Class [EXTRA TRACKS] [ORIGINAL RECORDING REISSUED] [ORIGINAL RECORDING REMASTERED] / Sin After Sin [EXTRA TRACKS] [ORIGINAL RECORDING REMASTERED] / Screaming for Vengeance [EXTRA TRACKS] [ORIGINAL RECORDING REISSUED] [ORIGINAL RECORDING REMASTERED],
Uriah Heep,B000FWGU52,Audio CD,1,5,Head First,2007
Uriah Heep,B000FWGU3E,Audio CD,1,5,High & Mighty,2007
Deep Purple,B000EXZHJC,DVD,1,5,Deep Purple Music in Review [DVD],
,B000EE0BEM,Audio CD,1,5,"(2 DISC SET) BITTEN ""previously unreleased live album recorded on the 1990 Prime Evil tour"" / IN THE SIGN OF THE HORNS ""A Tribute To Venom""",
Deep Purple,B000A2X5WS,DVD,1,5,Total Abandon Live Australia 1999 & Special DVD Feature: Ian Gillan Downunder 1999,
Stray,B0009R3K74,Audio CD,1,5,First Album,2005
Venom,B0009PVZEQ,"Audio CD,MP3 Music",1,5,Choose Your Poison,2005
Uriah Heep,B00091SMKA,Audio CD,1,5,"The Best of Uriah Heep, Part 2",2008
,B0007ZJ7KW,Audio CD,1,5,Burner,
Judas Priest,B0007X9UFQ,Audio CD,1,5,The Collection 3 Pak,2005
Uriah Heep,B0007M42E6,Audio CD,1,5,Critical Review: Hensley Years - 1976-1980,2005
Tobruk,B0002B65LA,"Audio CD,MP3 Music,Vinyl",1,5,Pleasure and Pain,2001
Queen,B000268BQW,Audio CD,1,5,"Greatest Hits, Vol. 3",1999
Uriah Heep,B0002234JU,Audio CD,1,5,Rainbow Demon,2004
Mark Gallagher,B0001K2LEC,DVD,8,3.6,Raven: For the Future [DVD],", et al."
Led Zeppelin,B000159EBK,Audio CD,1,5,Interview,2003
Raven,B0000CDDBG,"Audio CD,MP3 Music",1,5,Rites of Passage,2003
"Osbourne, Ozzy",B00009N1ZC,Audio CD,1,5,Ozzy Osbourne Collector's,2003
Venom,B00009KHXS,Audio CD,1,5,Witching Hour - Best of,
Earl Shilton,B00008OP3E,Audio CD,1,5,Two Rooms (Full of Insects),
Deep Purple,B00008NW8W,Audio CD,1,5,Legends,2006
Blitzkrieg,B00008NGM1,Audio CD,1,5,Back to No Future,2003
Saxon,B00008KCPR,Audio CD,1,5,Live in Nottingham,2003
The Reign of Terror,B00006JOSC,Audio CD,1,5,Conquer & Divide,2002
Uriah Heep,B000067UFF,"Audio CD,Vinyl",1,5,Easy Livin Live,2004
UFO,B00005V31O,Audio CD,1,5,Masters of Rock,2007
Samson,B00005AKQU,Audio CD,1,5,There & Back,2001
Venom,B00005A97E,Audio CD,1,5,Archive,2001
Motörhead,B0000565HY,"Audio CD,Audio CD",1,5,No Sleep 'Til Hammersmith,1997
Girlschool,B0000563Z6,Audio CD,1,5,King Biscuit Flower Hour Prese,1997
Jaguar,B00004S8OX,Audio CD,1,5,Wake Me,
Uriah Heep,B00002JX6V,Audio CD,1,5,Best of 1 & 2,1999
Venom,B000025FXS,"Audio CD,Vinyl",1,5,Singles 80-86,1992
Sweet Savage,B00002511Y,"Audio CD,MP3 Music",1,5,Rune,2001
Stray,B000024T3W,"Audio CD,MP3 Music",1,5,Alive & Giggin,2003
Venom,B00000JZNY,Audio CD,1,5,Live 96,1999
Uriah Heep,B00000I2TL,Audio CD,1,5,Lansdowne Tapes,
Judas Priest,B00000I2T2,"Audio CD,MP3 Music",1,5,Best of (Aus),
Thin Lizzy,B00000G6WI,Audio CD,1,5,Master Series,2000
Motorhead,B00000G2C7,Audio CD,1,5,Three Classic Albums : Overkill/Bomber/Ace of Spades,1998
Motörhead,B00000EJDD,"Audio, Cassette",1,5,Play It Loud Best of Motorhead,1995
Samson,B00000E605,"Audio CD,MP3 Music,Vinyl",1,5,Samson,2015
Raven,B00000AFJB,"Audio CD,Vinyl,Audio, Cassette",1,5,Naked in the Rain,1998
Ian Gillan,B0000088BE,Audio CD,1,5,Trouble -  The Best of Gillan,
,B0000083H3,Audio CD,1,5,Impossible Concert,
,B0000082IA,Audio CD,1,5,All In Your Mind,
,B000007VFR,VHS Tape,1,5,Iron Maiden: Maiden England,
UFO,B0000074NO,Audio CD,1,5,Champions of Rock,2004
Deep Purple,B000006Y4A,Audio CD,1,5,Collection,1998
Various Artists,B000006M9Z,"Audio, Cassette",1,5,Ozz-Fest Live,1996
,B000006GTF,VHS Tape,1,5,Prime Cuts: Heavy Metal VHS,
Iron Maiden,B0000011QS,Audio CD,4,3.8,Playing With Madness,1995
Venom,B000000H2J,Audio CD,1,5,Second Coming Live at Dynamo 1996,1997
Motörhead,B0000005VR,"Audio CD,Vinyl",1,5,Stone Dead Forever,1997
Motörhead,B0000005SI,"Audio CD,Audio, Cassette",1,5,Jailbait,1999
,6301910435,VHS Tape,1,5,Live 90 [VHS],
Motörhead,B001BP4KCC,Audio CD,14,3.5,Live: Motorhead,2008
,B00000JX3P,Audio CD,5,3.7,Glory Road,
Paul Samson,B00006BT44,Audio CD,3,3.9,Live at the Marquee,2009
Various Artists,B0002UJJZU,Audio CD,7,3.6,Blackest Album 4: Tribute to Metallica / Various,2004
Saxon,B000009TJ7,Audio CD,7,3.6,Rock the Nation,1995
Iron Maiden,B000EXZE68,"Audio CD,Vinyl",10,3.5,Maiden Voyage,
Saxon,B000LRZ0WK,DVD,4,3.7,Saxon: Live [DVD],
UFO,B000001LGX,"Audio CD,MP3 Music",3,3.8,Heaven's Gate,1995
Denon Audio Technical Cd,B004A4PWQO,"Audio CD,Vinyl",2,4,England,2001
Motörhead,B000LY1FRM,"Vinyl,Audio CD,Audio, Cassette",2,4,Motorhead,
Led Zeppelin,B000LPRPFM,DVD,2,4,"In Their Own Words, book & DVD set",
Deep Purple,B000LPRLKG,Audio CD,2,4,Live at Montreux 1996 & More,2008
Deep Purple,B000LC580E,"Audio CD,Audio CD",2,4,Deep Purple Story,2007
Deep Purple,B000J3OHAC,Audio CD,2,4,1420 Beachwood Drive,
Iron Maiden,B0007INZVQ,"Audio CD,Vinyl",2,4,Number of Beast,2007
Thin Lizzy,B0002C9WZA,Audio CD,2,4,Inside Thin Lizzy,2004
,B0000DENXU,Audio CD,2,4,"The Finest of Hard Rock, Vol. 3",
Uriah Heep,B000065AS0,Audio DVD,8,3.5,Best of Uriah Heep,2002
"Dianno, Paul",B00005Y1MG,Audio CD,2,4,Beyond The Maiden,2002
Jaguar,B00005UBIH,Audio CD,5,3.6,Power Games//Anthology,
Thin Lizzy,B00005RHH1,Audio CD,5,3.6,Hero & The Madman,2002
Uriah Heep,B00005QAGE,Audio CD,2,4,Sailing Box Book,2001
Praying Mantis,B00000731E,"Audio CD,MP3 Music",5,3.6,To the Power of Ten,1996
Ian Gillan,B000001LJ5,Audio CD,2,4,Best of,1995
,6300250911,VHS Tape,8,3.5,Fuel for Life VHS,
Judas Priest,B000IHYBQE,DVD,7,3.5,Judas Priest: Music in Review,
Venom,B00000BIL9,Audio CD,7,3.5,In Memorium: 1981-1994,1998
"Gillan, Ian",B001GJ30X8,"Audio CD,Vinyl",3,3.7,The Definitive Ian Gillan Live,2008
Motörhead,B000PMFV8O,Audio CD,3,3.7,Collections,2007
Led Zeppelin,B000CRSF8U,DVD,10,3.4,Led Zeppelin: The Ultimate Review [DVD],
Angel Witch,B00073K8SY,Audio CD,5,3.5,Screamin' 'N' Bleedin',2005
Iron Maiden,B00000JSUI,Audio CD,2,3.8,Private Talks,2002
Venom,B00004SDQZ,Audio CD,4,3.5,Court of Death,2000
Motörhead,B0014Z4MEA,Audio CD,4,3.5,Biography & Songs & Photo Gallery,2008
Praying Mantis,B00004VXGO,Audio CD,5,3.4,Live at Last,2002
Ronnie James Dio,B000YJ56SI,DVD,11,3.3,Black Sabbath: Master Of Reality (Special Edition) [DVD],", et al."
UFO,B000005C58,Audio CD,3,3.5,The X Factor: Out There...And Back Booklet,1998
Various Artists,B00004VWAT,Audio CD,3,3.5,Iron Maiden Tribute: 666 Number One Beast 2,2000
Quartzlock,B000059LEN,Audio CD,3,3.5,Resurrection,2001
Samson,B0000059Q7,"Audio CD,Vinyl",1,4,Joint Forces,1996
Saxon,B000C9IHK4,Audio CD,8,3.3,Motorcycle Man-All Live,2017
Uriah Heep,B000006M7U,Audio CD,4,3.4,Live at Shepperton 1974,
Motörhead,B001Q7057O,Audio CD,1,4,Steel Box Collection: Greatest Hits,2009
Gaskin,B001GSYV0K,"Audio CD,MP3 Music",1,4,No Way Out,2008
Deep Purple,B0016LGBD2,Audio CD,4,3.4,Knocking at Your Back Door: Best of,2008
Black Sabbath,B000V3PQM8,Audio CD,1,4,Sabotage,2007
Byron Nemeth,B000MV8C5M,"Audio CD,MP3 Music",1,4,The Force Within,2010
Deep Purple,B000MMLP7S,DVD,2,3.6,Deep Purple: Videobiography,
Bitches Sin,B000B8Q8ES,"Audio CD,Vinyl",1,4,Invaders,2005
Judas Priest,B00092QU1C,Audio CD,1,4,Metal Works,2005
Holocaust,B000167O6Q,Audio CD,1,4,Raw N Loud Tour 81,2005
Chariot,B00013TBNS,Audio CD,1,4,Buring Ambition,2004
Various Artists,B00009V7V3,Audio CD,1,4,World's Greatest Air Guitar Album,2003
Judas Priest,B00008F82T,"Audio, Cassette",1,4,Trouble Shooter,1996
Demons & Wizards,B000071WFM,Audio CD,4,3.4,Wizards and Demons: Music Inspired By J.R.R. Tolki,2008
Salvador,B00006BXJH,Audio CD,1,4,Samson Anthology,2002
Various Artists,B00005Q3AH,"Audio, Cassette,Audio CD",1,4,You Will Be Rocked,2001
The Cult,B00005Q0FQ,Audio CD,1,4,Edie Ciao Baby,1989
Uriah Heep,B00005O0WI,Audio CD,1,4,Rock Champions,2001
UFO,B000056BGD,Audio CD,1,4,Rock Champions,2004
Motörhead,B00004U8X7,Audio CD,1,4,Rock Masterpiece Collection,
Motley Crue,B00002M97V,Audio CD,1,4,97.7 Htz-FM Interview,1999
Angel Witch,B000024RNG,"Audio CD,MP3 Music",4,3.4,82 Revisited,2002
Budgie,B000009FJD,Audio CD,1,4,An Ecstacy of Fumbling,
Samson,B0000075EB,Audio CD,1,4,Vol. 2-N.W.O.B.H.M. Rarities,1999
UFO,B0000074NV,Audio CD,1,4,Live in Texas,1994
Girlschool,B000006CCD,"Audio CD,Vinyl",1,4,Emergency,1998
Ian Gillan,B000003HGM,Audio CD,1,4,Live at Reading 80,1993
Deep Purple,B000002L6I,"Audio, Cassette",1,4,Machine Head / Who Do We Think We Are!,
Deep Purple,B0009B0YDS,DVD,7,3.3,Deep Purple - Burn - The Ultimate Critical Review [DVD],
Quartz,B000EXDPAU,"Audio CD,MP3 Music,Audio CD,Vinyl",6,3.3,Quartz,2006
Oliver/Dawson/Saxon,B0000509J1,Audio CD,5,3.3,Re-Landed,2001
Uriah Heep,B002ITLTBK,Audio CD,2,3.5,Early Years,2009
Deep Purple,B0009U5CBS,DVD,5,3.3,Rock Review: Deep Purple - A Critical Retrospective,
,B00077F8VW,"Audio CD,Audio CD",2,3.5,Maximum Heavy Metal,
Deep Purple,B0002MHDZQ,DVD,5,3.3,Deep Purple - Rock Review 1970-1972 [DVD],
VARIOUS ARTISTS,B00005RDGM,Audio CD,2,3.5,Britannia Infurnus-A History of British Occult & B,2002
Thin Lizzy,B000005RXN,Audio CD,5,3.3,Best of: Thin Lizzy,1997
Samson,B000001ODP,Audio CD,2,3.5,Nineteen Ninety Three,1996
,630276193X,VHS Tape,5,3.3,LIVE & LOUD,
Sweet,B002GP5VGU,Audio CD,17,3.2,"Sweet, Live in America",2009
Deep Purple,B000AJIANK,DVD,14,3.2,Deep Purple: The Ultimate Review,
Tygers of Pan Tang,B0001BUCZG,Audio CD,9,3.2,Noises from the Cathouse,2004
Venom,B000008914,"Audio CD,MP3 Music",8,3.2,New Live & Rare V.1,
Jaguar,B000P288R0,Audio CD,3,3.3,"Archive Alive, Vol. 1",2007
Praying Mantis,B00005FRJU,Audio CD,3,3.3,Captured Alive In Tokto City,
Venom,B00002R16S,"Audio CD,Audio CD,Vinyl",3,3.3,Live Official Bootleg,1999
Judas Priest,B0000630BV,Audio CD,6,3.2,The Re-Masters Collectors Box,2002
,B00000ICF9,"VHS Tape,Audio CD,Audio DVD,Audio, Cassette",6,3.2,We Will Rock You [VHS],
Uriah Heep,B000RA0S1E,DVD,4,3.2,Uriah Heep Transmissions,
Witchfynde,B00000875Q,Audio CD,2,3.3,Best of Witchfynde,2001
,6304407459,VHS Tape,4,3.2,Boys Are Back in Town,
The Cult,B0000011QK,"Audio CD,Vinyl",2,3.2,Interview Picture,1995
Venom,B001E2N61S,DVD,6,3.1,Venom: Metal City [DVD],", et al."
Uriah Heep,B0000A1HV0,Audio CD,,,Greatest Hits Live,2003
Ian Gillan,B000008G0O,"Audio CD,MP3 Music",,,Glory Road,1990
Dark Worship,B09QFJ5CFV,"Vinyl,MP3 Music",,,Flesh of a Saint,2022
All You Know Is Hell,B0948PLRYF,"Vinyl,MP3 Music",,,Gape,2022
Various Artists,B000LC5B4M,Audio CD,,,Seventies: Hard Rockin 70's 1,2007
Angel Witch,B0000506EN,Audio CD,2,3,2000: Live at La2,2004
Samson,B0000059Q8,Audio CD,4,3,Burning Emotion: Best of 1985-90,1996
Black Sabbath,B000002L6G,"Audio, Cassette",,,Paranoid & Heaven & Hell,1990
Bismuth,B0948L8TLP,"Vinyl,MP3 Music",,,The Eternal Marshes,2022
Grant MacDonald,B07D57FB23,"Audio CD,MP3 Music",,,U.K. Fuckboys,2018
Led Zeppelin,B00MW6SZFC,Audio CD,,,"Led Zeppelin - University,Southampton,England 1973",2014
Led Zeppelin,B00MW6NBLU,Audio CD,,,"Led Zeppelin - Trentham Gardens,Stoke,England 1973",2014
Led Zeppelin,B00MVNQK9Y,Audio CD,,,Led Zeppelin - New theater Oxford England 1973,2014
Various,B00GLWODLS,Audio CD,,,The Very Best Of British Rock Disc 1 Only,
Death Ray Vision,B00CIVFLY4,Audio CD,,,GET LOST OR GET DEAD,2013
Pauline Gillan's Northern Dancer,B00A7N943O,Vinyl,,,Pauline Gillan's Northern Dancer 1985 UK NWOBHM Ep. [Vinyl] Pauline Gillan's Northern Dancer,1985
Demon Dudes Revenge,B008TZXD3E,Audio CD,,,An Adolescent Fantasy Vol.1,2011
Wrathchild,B007W0FJ7A,Audio CD,,,Metal Hammer's Best of British Steel,", et al."
,B005C1GO1Q,Misc.,,,Wild on the Run,
The Last of Them,B004RCXFTU,"Audio CD,MP3 Music",,,Slow Motion Chaos,2011
Wraith,B004NEV70G,"Audio CD,MP3 Music",,,Wraith,2011
Hyban Draco,B004KZPV82,"Audio CD,MP3 Music",,,A Prophecy Of Insane,2011
Saxon,B004IWQJGU,"Audio CD,MP3 Music",,,Fire In the Sky,2011
,B004G70PLM,Vinyl,,,RUN TO THE HILLS (PICTURE DISC),
Saxon,B00497DN5O,"Vinyl,Audio CD",,,Strong Arm Metal,
Saxon,B00414MH98,,,,Saxon: Strong Arm Metal,
Iron Maiden,B003DXW31U,Vinyl,,,Out of the Silent Planet (Picture Disc),2000
Metallica,B002UMQCDU,Audio CD,,,"Donington, England, Donington Park, June 6, 2004 (BOOTLEG) [UNKNOWN Imports]",2004
Motörhead,B002ITLTBA,Audio CD,1,3,Burner: Best of,2009
Various Artists,B002EGLFXO,Audio CD,2,3,Classic Metal: A Double Dose,", et al."
Motörhead,B001TIQUHE,Audio CD,,,Ultimate Rock,2011
Girlschool,B001HXY94W,"Audio CD,Vinyl",,,Demolition,2008
ROCK OLDIES,B001BWQAJQ,Audio CD,,,Rock Oldies,2009
Uriah Heep,B001BLSDYW,Audio CD,,,Easy Livin,2008
Various Artists,B001A9TK7E,Audio CD,,,Purple People, | 
Deep Purple,B001A9TK6A,Audio CD,,,Early Years,2008
Deep Purple,B001A9TK60,"Audio CD,Vinyl",,,New Live & Rare Volume Two,2008
Motörhead,B0016LGBQE,Audio CD,2,3,Best of: Motorhead,2008
Quartz,B00164POL4,Audio CD,,,Stand Up and Fight Mini Sleeve SHM,2008
Judas Priest,B0013384JC,Audio CD,2,3,Collections,2008
Iron Maiden,B0010K5KFE,,,,"Wasted Years / Reach Out / Sheriff of Hudderfield (12"" Vinyl)",1986
Deep Purple,B000ZH6NJ0,"Audio CD,Vinyl",2,3,Hit Collection,2008
Judas Priest,B000ZH6NFE,"Audio CD,Vinyl",,,Hit Collection,2008
Judas Priest,B000VXS7E2,Audio CD,,,Platinum,2007
Motörhead,B000RE611Q,Audio CD,,,Overkill,2007
Motörhead,B000P8HQNQ,Audio CD,,,Rock N Roll,
Uriah Heep,B000OY8N9W,Audio CD,,,Definitive Collection,2007
Stray,B000OT8IWE,Audio CD,,,Paper Sleeve Box,2007
Mick Wall,B000OPP71S,DVD,,,Led Zeppelin: Videography,", et al."
,B000O8RA2Y,"Audio, Cassette",,,Wild on the Run [CASSETTE],
Black Sabbath,B000NVLE56,"Audio CD,Audio CD",,,Paper Sleeve Box,2007
Iron Maiden,B000MCM3R4,Audio CD,,,Killers,1981
Raven,B000M3P1XG,Audio CD,,,The Voice of Magic,2000
"Shand, Jimmy",B000M3458S,"Audio CD,Vinyl",2,3,Bluebell Polka,2007
Saxon,B000LZUJSW,,,,Heavy Metal Thunder,", et al."
Saxon,B000LZG0D0,"Vinyl,Vinyl",,,747 (Strangers In The Night),
,B000LYK9S8,Vinyl,,,High Level Cut - Green Vinyl,
,B000LY34EE,Vinyl,,,Green Manalishi (With The Two Pronged Crown) - Live,
UFO,B000LY1HTS,"Vinyl,Vinyl",1,3,NIGHT RUN / HEAVEN'S GATE / THIS TIME / ONLY ONE,
Saxon,B000LXXF4E,Vinyl,,,I Can't Wait Anymore - Pouch Pack,
Judas Priest,B000LXX1FC,Vinyl,,,Freewheel Burning,
,B000LXFQ1O,Vinyl,,,Rock'n'roll Gypsy - Poster Sleeve,
,B000LXAR0E,"Vinyl,Audio CD",,,Night Crawler - Red vinyl,
Iron Maiden,B000LWZ0JS,"Vinyl,Vinyl",,,Running Free - 1st Issue,
UFO,B000LWYF9O,Vinyl,,,Let It Rain - Clear vinyl,
UFO,B000LWWN6Q,"Vinyl,MP3 Music",,,"UFO Only You Can Rock Me 1978 UK 7"" vinyl CHS2241",
Iron Maiden,B000LWSKXG,Vinyl,,,The Number Of The Beast - Red vinyl,
Black Sabbath,B000LRZ0XE,Vinyl,,,"Past Lives, Vol. 2",2007
Judas Priest,B000K7P0DA,Audio CD,,,British Steel / Painkiller,
Iron Maiden,B000K21VVA,Audio CD,,,Number Of The Beast / Live After Death,
Motörhead,B000JWZA0Y,Audio CD,,,I Don't Believe A Word,1996
,B000JRDDYO,"Audio CD,MP3 Music",,,A Piece of the Pie,
Iron Maiden,B000J1B8MO,Audio CD,,,Powerslave / Single Collection Vol. 2,
Judas Priest,B000IOGI22,Audio CD,,,Screaming for Vengeance (1982) / Turbo (1986),
Judas Priest,B000I6NMX8,Vinyl,,,Hot Rockin',
Iron Maiden,B000I0SELY,Audio CD,,,Document,2007
,B000HF6F1G,Audio CD,,,Bitten,
Venom,B000H8RVKW,DVD,,,Venom: Live in London at the Hammersmith Odeon Theatre,
Chrome Dreams - CD Audio Series,B000GY730K,Audio CD,3,3,Maximum Led Zeppelin,2006
Iron Maiden,B000GXBZV4,Audio CD,,,No Prayer for the Dying / Single Collection 5,
Iron Maiden,B000GXBE9W,Audio CD,,,Seventh Son of a Seventh Son / Single Collection 4,
Iron Maiden,B000GXB0IM,Audio CD,,,Somewhere in Time / Single Collection 3,
Judas Priest,B000GLL246,Audio CD,,,Ram It Down / British Steel / Screaming for Vengea,2006
,B000GG5KP8,Audio CD,,,{VENOM 4 CD SUPERPACK} A Triple Dose of Venom [Box set] [Limited Edition] / Black Metal [Original recording reissued] [Original recording remastered] ...(see product description),
,B000GG1QI8,Audio CD,,,{VENOM 4 CD SUPERPACK} A Triple Dose of Venom [Box set] [Limited Edition] Calm Before The Storm / Live at Hammersmith Odeon 1985 / Live at the Ritz New York 1986 / Black Metal [Original recording remastered] ...(see product description),
Venom,B000G87Q1W,Audio CD,,,The Antidote,
Led Zeppelin,B000FIHNLG,Vinyl,,,Classic Records: 45 RPM,
Deep Purple,B000E6G1H6,"Audio CD,Vinyl,Audio, Cassette",,,Come Taste the Band,2006
Uriah Heep,B000E1Z0AU,"Audio CD,Vinyl",,,Wake Up: Singles Collection,2006
,B000CS8M1E,Audio CD,,,Revolution,
Deep Purple,B000CEGXPU,Audio CD,,,Speed King,2006
,B000CC99OE,"Audio CD,Audio CD",,,Overkill [Analog Recording / Analog Mix] [Profile Records],
Saxon,B000CBO0YO,Audio CD,1,3,Strong Arm of Law,2007
,B000BRHZGY,Audio CD,,,Ain't Misbehaving,
Girlschool,B000BRALQU,"Audio CD,Audio CD",,,Demolition/Hit & Run,2004
Judas Priest,B000BM6AU6,Audio CD,,,Coll: British Steel / Point Entry / Screaming for,2005
,B000A3N3L0,Audio CD,,,New York Palladium,
,B000A2SPBY,DVD,,,Osbourne O-Crown Prince of Darkness,
Uriah Heep,B000A2GDB8,"Audio CD,MP3 Music,Audio CD",,,Blood on Stone,2006
Iron Maiden,B0009XE892,Audio CD,,,Trooper,2006
Chrome Dreams - CD Audio Series,B0009U5VBE,Audio CD,,,Maximum Ozzy,2005
Venom,B0009SW808,Audio CD,,,Acid Queen,
Chrome Dreams - CD Audio Series,B0009Q6RQ6,Audio CD,,,Maximum Maiden,2005
Jaguar,B000994U9E,Audio CD,,,Jaguar,2004
