Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
112,Darius Days,PF,23,HOU,4,0,6.3,1.3,3.0,.417,0.8,2.5,.300,0.5,0.5,1.000,.542,0.5,0.5,1.000,0.3,1.3,1.5,0.3,0.0,0.3,0.0,0.5,3.8,daysda01
113,Dewayne Dedmon,C,33,TOT,35,0,10.9,2.0,3.9,.504,0.3,1.1,.289,1.7,2.8,.586,.544,0.9,1.3,.696,0.9,2.5,3.4,0.5,0.2,0.5,0.6,1.9,5.2,dedmode01
113,Dewayne Dedmon,C,33,MIA,30,0,11.7,2.1,4.3,.496,0.4,1.2,.297,1.8,3.1,.576,.539,1.1,1.5,.727,0.9,2.7,3.6,0.5,0.2,0.5,0.6,2.0,5.7,dedmode01
113,Dewayne Dedmon,C,33,PHI,5,0,6.6,1.0,1.6,.625,0.0,0.2,.000,1.0,1.4,.714,.625,0.0,0.4,.000,0.8,1.4,2.2,0.4,0.2,0.6,0.6,1.2,2.0,dedmode01
114,Matthew Dellavedova,PG,32,SAC,31,0,6.7,0.5,1.6,.340,0.3,0.9,.333,0.3,0.7,.348,.430,0.1,0.2,.571,0.0,0.4,0.4,1.3,0.2,0.0,0.3,0.6,1.5,dellama01
115,DeMar DeRozan,SF,33,CHI,66,66,36.5,9.0,17.8,.509,0.6,1.8,.331,8.5,16.0,.528,.525,6.4,7.4,.871,0.5,4.2,4.7,5.0,1.1,0.5,2.1,2.6,25.1,derozde01
116,Moussa Diabaté,PF,21,LAC,19,1,9.5,1.2,2.2,.524,0.1,0.1,.500,1.1,2.1,.525,.536,0.5,0.8,.625,1.5,0.8,2.4,0.2,0.3,0.3,0.5,0.8,2.9,diabamo01
117,Mamadi Diakite,PF,26,CLE,18,2,6.7,0.7,1.8,.394,0.2,0.8,.267,0.5,1.0,.500,.455,0.0,0.0,,0.3,0.7,1.0,0.2,0.1,0.4,0.4,1.0,1.7,diakima01
118,Hamidou Diallo,SG,24,DET,56,0,17.8,3.8,6.7,.573,0.1,0.4,.238,3.8,6.3,.593,.580,1.6,2.6,.588,1.0,2.4,3.5,1.0,0.9,0.3,1.3,2.2,9.3,diallha01
119,Gorgui Dieng,C,33,SAS,26,1,10.4,1.2,3.2,.369,0.5,2.1,.255,0.7,1.1,.586,.452,0.2,0.3,.750,0.9,1.9,2.8,1.5,0.2,0.4,0.9,1.7,3.2,dienggo01
120,Ousmane Dieng,SF,19,OKC,31,0,15.1,2.1,4.9,.424,0.8,2.6,.296,1.3,2.3,.571,.503,0.3,0.5,.588,0.5,2.4,2.8,1.1,0.4,0.2,0.6,1.1,5.2,diengou01
121,Spencer Dinwiddie,PG,29,TOT,72,72,34.5,5.9,13.3,.445,2.4,6.3,.380,3.6,7.1,.504,.535,3.5,4.3,.815,0.4,3.0,3.4,6.1,0.8,0.3,1.9,2.4,17.8,dinwisp01
121,Spencer Dinwiddie,PG,29,DAL,53,53,34.1,6.0,13.1,.455,2.6,6.4,.405,3.4,6.7,.504,.555,3.2,3.9,.821,0.4,2.7,3.1,5.3,0.7,0.3,1.7,2.3,17.7,dinwisp01
121,Spencer Dinwiddie,PG,29,BRK,19,19,35.5,5.9,14.1,.419,1.8,5.9,.304,4.1,8.2,.503,.483,4.3,5.3,.802,0.4,3.7,4.2,8.4,1.2,0.3,2.4,2.5,17.8,dinwisp01
122,Donte DiVincenzo,SG,26,GSW,65,30,26.4,3.2,7.5,.422,2.1,5.3,.398,1.0,2.2,.482,.564,0.8,0.9,.847,1.0,3.3,4.4,3.3,1.3,0.2,1.5,1.9,9.2,divindo01
123,Luka Dončić,PG,23,DAL,59,59,36.4,11.1,22.2,.499,2.7,8.0,.343,8.3,14.2,.587,.561,8.1,11.0,.735,0.8,7.8,8.6,8.2,1.4,0.5,3.7,2.6,32.9,doncilu01
124,Tyler Dorsey,SG,26,DAL,3,0,2.7,1.3,1.7,.800,0.3,0.7,.500,1.0,1.0,1.000,.900,0.0,0.0,,0.3,0.3,0.7,0.0,0.0,0.0,0.0,0.0,3.0,dorsety01
125,Luguentz Dort,SG,23,OKC,67,66,30.5,4.6,11.8,.394,1.9,5.6,.345,2.7,6.2,.439,.476,2.6,3.3,.782,1.6,2.9,4.4,2.2,1.0,0.3,1.3,3.3,13.8,dortlu01
126,Ayo Dosunmu,SG,23,CHI,71,50,26.8,3.6,7.2,.500,0.8,2.4,.324,2.8,4.8,.587,.554,0.9,1.1,.808,0.6,2.2,2.8,2.6,0.7,0.3,1.3,2.4,8.9,dosunay01
127,Devon Dotson,PG,23,WAS,6,0,8.8,0.2,1.7,.100,0.2,0.7,.250,0.0,1.0,.000,.150,0.0,0.0,,1.0,0.7,1.7,1.3,0.8,0.0,0.5,1.5,0.5,dotsode01
128,Jeff Dowtin,PG,25,TOR,20,0,9.8,1.2,2.6,.451,0.2,0.7,.308,1.0,1.9,.500,.490,0.3,0.4,.714,0.3,0.7,1.0,1.1,0.4,0.1,0.3,0.6,2.8,dowtije01
129,PJ Dozier,SG,26,SAC,10,0,2.3,0.3,1.0,.300,0.1,0.5,.200,0.2,0.5,.400,.350,0.0,0.0,,0.0,0.6,0.6,0.0,0.3,0.1,0.2,0.2,0.7,doziepj01
130,Goran Dragić,PG,36,CHI,51,0,15.4,2.5,5.9,.425,0.9,2.5,.352,1.6,3.4,.480,.500,0.5,0.8,.659,0.3,1.1,1.4,2.7,0.2,0.1,1.1,1.2,6.4,dragigo01
131,Andre Drummond,C,29,CHI,60,0,12.7,2.5,4.1,.601,0.0,0.1,.000,2.5,4.1,.608,.601,1.0,1.8,.538,2.1,4.6,6.6,0.5,0.7,0.4,1.2,1.9,5.9,drumman01
132,Chris Duarte,SF,25,IND,46,12,19.5,2.7,7.2,.369,1.2,3.8,.316,1.5,3.5,.428,.452,1.3,1.6,.847,0.4,2.1,2.5,1.4,0.5,0.2,0.9,1.4,7.9,duartch01
133,David Duke Jr.,SG,23,BRK,19,0,9.3,1.5,3.2,.459,0.1,0.4,.125,1.4,2.8,.509,.467,0.3,0.5,.556,0.4,0.7,1.1,0.8,0.4,0.1,0.8,1.4,3.3,dukeda01
134,Kris Dunn,PG,28,UTA,14,0,23.4,4.5,9.3,.485,0.8,2.0,.393,3.7,7.3,.510,.527,1.5,2.0,.750,0.4,3.8,4.2,5.2,1.1,0.4,1.4,2.7,11.3,dunnkr01
135,Kevin Durant,PF-SF,34,TOT,42,42,35.7,10.5,18.5,.566,1.9,4.8,.386,8.6,13.7,.629,.616,6.7,7.2,.931,0.4,6.4,6.8,5.2,0.8,1.5,3.4,2.3,29.5,duranke01
135,Kevin Durant,PF,34,BRK,39,39,36.0,10.5,18.8,.559,1.8,4.8,.376,8.7,14.0,.622,.607,6.8,7.3,.934,0.4,6.4,6.7,5.3,0.8,1.5,3.5,2.4,29.7,duranke01
135,Kevin Durant,SF,34,PHO,3,3,32.7,9.7,14.0,.690,2.3,4.3,.538,7.3,9.7,.759,.774,5.0,5.7,.882,0.3,7.0,7.3,3.7,0.3,1.3,2.0,1.7,26.7,duranke01
136,Jalen Duren,C,19,DET,59,27,24.5,3.7,5.8,.635,0.0,0.0,.000,3.7,5.7,.639,.635,1.4,2.2,.621,3.3,5.3,8.7,1.2,0.6,0.9,1.3,2.6,8.7,durenja01
137,Tari Eason,PF,21,HOU,74,5,21.0,3.6,7.8,.462,0.7,2.0,.358,2.9,5.8,.499,.509,1.3,1.8,.739,2.3,3.6,5.9,1.0,1.1,0.6,1.2,2.3,9.3,easonta01
138,Anthony Edwards,SG,21,MIN,71,71,36.0,9.0,19.4,.461,2.7,7.3,.371,6.2,12.1,.515,.531,4.1,5.3,.767,0.5,5.3,5.9,4.4,1.6,0.7,3.3,2.4,24.7,edwaran01
139,Kessler Edwards,SF,22,TOT,27,4,10.2,1.0,2.4,.394,0.4,1.4,.316,0.5,1.0,.500,.485,0.3,0.4,.750,0.6,1.0,1.6,0.6,0.3,0.1,0.4,1.0,2.7,edwarke02
139,Kessler Edwards,SF,22,BRK,14,1,5.6,0.4,1.7,.250,0.1,0.9,.167,0.3,0.9,.333,.292,0.1,0.1,.500,0.4,0.6,1.0,0.1,0.2,0.1,0.3,0.2,1.1,edwarke02
139,Kessler Edwards,SF,22,SAC,13,3,15.1,1.5,3.2,.476,0.8,2.0,.385,0.8,1.2,.625,.595,0.6,0.8,.800,0.8,1.4,2.2,1.0,0.3,0.2,0.5,1.9,4.5,edwarke02
140,Keon Ellis,SG,23,SAC,13,0,3.8,0.5,1.0,.538,0.5,0.8,.600,0.1,0.2,.333,.769,0.2,0.2,.667,0.3,0.3,0.6,0.3,0.2,0.1,0.1,0.7,1.7,elliske01
141,Joel Embiid,C,28,PHI,61,61,34.7,11.0,20.2,.545,1.0,3.0,.341,10.0,17.2,.581,.570,10.2,11.9,.856,1.8,8.4,10.2,4.2,1.1,1.7,3.5,3.1,33.3,embiijo01
142,Drew Eubanks,C,25,POR,71,21,19.5,2.5,3.7,.684,0.0,0.1,.429,2.5,3.6,.691,.690,1.0,1.5,.667,1.6,3.5,5.1,1.2,0.5,1.1,0.8,2.1,6.1,eubandr01
143,Bruno Fernando,C,24,TOT,35,4,10.7,1.4,2.8,.515,0.0,0.0,.000,1.4,2.7,.521,.515,0.9,1.3,.682,1.4,2.1,3.5,0.9,0.2,0.9,0.6,2.0,3.7,fernabr01
143,Bruno Fernando,C,24,HOU,31,4,11.7,1.5,3.0,.516,0.0,0.0,.000,1.5,3.0,.522,.516,1.0,1.4,.682,1.5,2.4,3.9,1.0,0.2,1.0,0.6,2.2,4.1,fernabr01
143,Bruno Fernando,C,24,ATL,4,0,2.5,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.0,0.0,,0.3,0.3,0.5,0.3,0.0,0.0,0.5,0.3,1.0,fernabr01
144,Dorian Finney-Smith,PF,29,TOT,60,60,30.8,2.9,7.6,.387,1.7,5.2,.329,1.2,2.4,.510,.499,0.7,0.9,.768,1.7,3.0,4.7,1.5,0.9,0.5,1.0,2.2,8.3,finnedo01
144,Dorian Finney-Smith,PF,29,DAL,40,40,32.2,3.2,7.8,.416,1.9,5.4,.355,1.3,2.3,.559,.540,0.8,1.0,.750,1.7,3.0,4.7,1.5,1.0,0.5,0.9,2.0,9.1,finnedo01
144,Dorian Finney-Smith,PF,29,BRK,20,20,27.9,2.4,7.3,.324,1.3,4.7,.269,1.1,2.6,.423,.410,0.7,0.8,.813,1.9,2.9,4.8,1.6,0.7,0.5,1.1,2.5,6.6,finnedo01
145,Malachi Flynn,PG,24,TOR,48,1,13.2,1.6,4.6,.356,0.9,2.6,.360,0.7,2.0,.351,.459,0.4,0.6,.724,0.3,1.2,1.5,1.4,0.4,0.1,0.5,1.3,4.6,flynnma01
146,Simone Fontecchio,SF,27,UTA,45,4,13.4,1.9,5.3,.364,1.1,3.3,.342,0.8,2.0,.400,.471,0.7,0.9,.825,0.5,0.9,1.4,0.8,0.2,0.2,0.7,1.1,5.7,fontesi01
147,Bryn Forbes,SG,29,MIN,25,0,10.7,1.2,3.3,.361,0.6,1.8,.304,0.6,1.5,.432,.446,0.6,0.6,1.000,0.2,0.4,0.6,0.7,0.3,0.1,0.5,0.9,3.6,forbebr01
148,Trent Forrest,PG,24,ATL,19,3,12.7,1.3,2.6,.480,0.0,0.1,.000,1.3,2.5,.500,.480,0.1,0.2,.667,0.3,1.3,1.5,1.6,0.3,0.1,0.6,0.8,2.6,forretr01
149,Michael Foster Jr.,PF,20,PHI,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fostemi02
150,Evan Fournier,SG,30,NYK,23,7,18.0,2.3,6.6,.351,1.4,4.4,.324,0.9,2.1,.408,.460,0.8,0.9,.857,0.2,1.8,2.0,1.5,0.6,0.1,0.8,1.9,6.8,fournev01
151,De'Aaron Fox,PG,25,SAC,66,66,33.8,9.4,18.2,.516,1.7,5.0,.338,7.7,13.3,.582,.562,4.8,6.2,.771,0.5,3.7,4.2,6.1,1.2,0.3,2.6,2.5,25.3,foxde01
152,Markelle Fultz,PG,24,ORL,53,53,30.2,5.8,11.4,.507,0.4,1.4,.297,5.4,10.0,.536,.525,2.1,2.6,.796,1.2,2.8,4.1,5.7,1.5,0.4,2.4,2.3,14.0,fultzma01
153,Wenyen Gabriel,PF,25,LAL,60,2,15.4,2.4,4.1,.601,0.2,0.6,.303,2.3,3.5,.648,.621,0.8,1.3,.625,1.8,2.5,4.3,0.5,0.4,0.5,0.7,2.2,5.9,gabriwe01
154,Daniel Gafford,C,24,WAS,72,41,20.1,3.5,4.7,.741,0.0,0.0,,3.5,4.7,.741,.741,1.5,2.3,.656,2.0,3.3,5.3,1.0,0.4,1.3,1.0,2.3,8.5,gaffoda01
155,Darius Garland,PG,23,CLE,64,64,35.2,7.6,16.2,.467,2.5,6.1,.414,5.0,10.1,.499,.545,4.1,4.8,.855,0.4,2.3,2.7,7.8,1.3,0.1,2.9,2.1,21.7,garlada01
156,Usman Garuba,PF,20,HOU,67,1,13.2,1.2,2.4,.513,0.4,0.7,.490,0.9,1.6,.523,.589,0.4,0.7,.591,1.7,2.6,4.3,0.9,0.6,0.4,0.7,1.8,3.2,garubus01
157,Luka Garza,C,24,MIN,26,0,9.0,2.3,4.3,.550,0.5,1.5,.368,1.8,2.8,.644,.613,1.6,2.0,.788,1.2,1.1,2.3,0.7,0.1,0.1,0.5,1.6,6.8,garzalu01
158,Rudy Gay,PF,36,UTA,56,0,14.6,1.9,5.1,.380,0.6,2.3,.254,1.4,2.8,.484,.437,0.8,0.9,.857,0.6,2.3,2.9,1.0,0.3,0.3,0.7,1.2,5.2,gayru01
159,Paul George,SG,32,LAC,56,56,34.6,8.2,17.9,.457,2.8,7.6,.371,5.4,10.3,.521,.536,4.6,5.3,.871,0.8,5.3,6.1,5.1,1.5,0.4,3.1,2.8,23.8,georgpa01
160,Taj Gibson,C,37,WAS,46,2,9.6,1.3,2.4,.536,0.1,0.4,.211,1.2,2.0,.602,.554,0.6,0.8,.684,0.7,1.3,1.9,0.7,0.3,0.3,0.5,1.7,3.3,gibsota01
161,Josh Giddey,SG,20,OKC,69,69,30.9,7.0,14.5,.485,1.0,3.0,.324,6.1,11.6,.526,.517,1.3,1.7,.754,2.0,5.8,7.9,6.1,0.8,0.4,2.9,2.0,16.3,giddejo01
162,Shai Gilgeous-Alexander,PG,24,OKC,63,63,35.5,10.4,20.4,.510,0.9,2.5,.353,9.5,17.9,.532,.532,9.6,10.7,.905,0.9,4.0,4.8,5.5,1.7,1.0,2.9,2.7,31.3,gilgesh01
163,Anthony Gill,PF,30,WAS,51,5,9.9,1.1,2.0,.570,0.1,0.4,.136,1.1,1.5,.692,.585,0.8,1.1,.796,0.6,0.9,1.5,0.5,0.1,0.2,0.2,1.2,3.1,gillan01
164,Rudy Gobert,C,30,MIN,62,62,30.7,5.3,8.0,.665,0.0,0.0,.000,5.3,8.0,.669,.665,3.2,5.0,.643,3.3,8.2,11.5,1.1,0.8,1.4,1.7,3.0,13.8,goberru01
165,Jordan Goodwin,PG,24,WAS,54,4,17.1,2.3,5.0,.460,0.6,1.6,.341,1.8,3.4,.516,.515,0.9,1.1,.754,0.9,2.2,3.1,2.4,0.9,0.4,0.8,1.6,6.0,goodwjo01
166,Aaron Gordon,PF,27,DEN,62,62,30.1,6.3,10.9,.578,0.9,2.6,.356,5.4,8.3,.646,.620,2.9,4.7,.623,2.3,4.2,6.5,2.9,0.8,0.7,1.5,1.9,16.4,gordoaa01
167,Eric Gordon,SG,34,TOT,63,52,29.0,4.3,9.6,.446,1.9,5.0,.368,2.4,4.5,.533,.543,2.1,2.6,.810,0.3,1.7,2.0,2.7,0.6,0.4,1.5,1.1,12.5,gordoer01
167,Eric Gordon,SG,34,HOU,47,47,30.2,4.5,10.2,.439,1.8,5.2,.347,2.7,5.0,.536,.528,2.3,2.9,.815,0.3,1.8,2.1,2.9,0.6,0.4,1.8,1.0,13.1,gordoer01
167,Eric Gordon,SG,34,LAC,16,5,25.8,3.7,7.8,.472,2.0,4.6,.438,1.7,3.3,.519,.600,1.4,1.8,.786,0.3,1.6,1.8,2.2,0.6,0.4,0.9,1.7,10.8,gordoer01
168,Devonte' Graham,PG,27,TOT,68,6,18.0,2.2,5.9,.379,1.6,4.6,.358,0.6,1.3,.459,.520,1.3,1.7,.759,0.3,1.4,1.6,2.7,0.6,0.2,0.7,1.0,7.4,grahade01
168,Devonte' Graham,PG,27,NOP,53,0,15.3,1.6,4.4,.368,1.2,3.6,.347,0.4,0.8,.463,.511,0.8,1.1,.746,0.2,1.1,1.4,2.2,0.6,0.2,0.5,0.9,5.3,grahade01
168,Devonte' Graham,PG,27,SAS,15,6,27.5,4.4,11.1,.395,3.1,8.2,.374,1.3,2.9,.455,.533,2.9,3.8,.772,0.5,2.1,2.6,4.4,0.7,0.3,1.3,1.5,14.8,grahade01
169,Jerami Grant,PF,28,POR,63,63,35.7,6.9,14.5,.475,2.3,5.7,.401,4.6,8.8,.523,.554,4.4,5.4,.813,0.8,3.7,4.5,2.4,0.8,0.8,1.8,2.4,20.5,grantje01
170,A.J. Green,SG,23,MIL,32,0,9.4,1.5,3.4,.440,1.2,2.8,.429,0.3,0.6,.500,.619,0.1,0.1,1.000,0.2,1.0,1.2,0.6,0.2,0.0,0.3,0.9,4.3,greenaj01
171,Danny Green,SG,35,TOT,9,0,9.8,1.0,2.6,.391,0.9,2.0,.444,0.1,0.6,.200,.565,0.1,0.1,1.000,0.2,0.6,0.8,0.2,0.3,0.1,0.7,1.1,3.0,greenda02
171,Danny Green,SG,35,MEM,3,0,14.3,1.0,3.7,.273,1.0,2.7,.375,0.0,1.0,.000,.409,0.0,0.0,,0.3,1.0,1.3,0.7,0.3,0.0,1.0,2.0,3.0,greenda02
171,Danny Green,SG,35,CLE,6,0,7.5,1.0,2.0,.500,0.8,1.7,.500,0.2,0.3,.500,.708,0.2,0.2,1.000,0.2,0.3,0.5,0.0,0.3,0.2,0.5,0.7,3.0,greenda02
172,Draymond Green,PF,32,GSW,66,66,31.4,3.4,6.5,.528,0.6,1.8,.311,2.9,4.7,.612,.571,1.1,1.5,.707,0.8,6.4,7.3,6.8,1.0,0.8,2.6,3.1,8.5,greendr01
173,Jalen Green,SG,20,HOU,68,68,34.1,7.4,17.9,.413,2.5,7.4,.336,4.9,10.5,.468,.483,4.6,5.8,.793,0.6,3.3,3.9,3.6,0.8,0.3,2.7,1.8,21.9,greenja05
174,JaMychal Green,PF,32,GSW,55,1,14.2,2.5,4.5,.542,0.8,2.0,.382,1.7,2.5,.669,.627,0.9,1.2,.776,1.3,2.4,3.7,0.9,0.5,0.4,0.9,1.9,6.6,greenja01
175,Javonte Green,SG,29,CHI,30,1,15.5,2.0,3.5,.581,0.4,1.1,.382,1.6,2.4,.676,.643,1.0,1.4,.674,0.9,1.9,2.8,0.8,0.8,0.7,0.7,1.7,5.5,greenja02
176,Jeff Green,PF,36,DEN,50,3,19.2,2.9,5.8,.500,0.5,1.7,.299,2.4,4.1,.585,.545,1.4,1.9,.729,0.6,1.8,2.5,1.1,0.3,0.3,0.8,1.8,7.8,greenje02
177,Josh Green,SG,22,DAL,54,20,25.8,3.5,6.6,.534,1.2,2.9,.408,2.4,3.7,.632,.623,1.2,1.7,.720,0.9,2.0,3.0,1.8,0.7,0.1,1.3,2.6,9.5,greenjo02
178,AJ Griffin,SF,19,ATL,66,11,19.4,3.5,7.4,.469,1.4,3.6,.382,2.1,3.8,.552,.563,0.6,0.6,.905,0.5,1.6,2.1,1.0,0.6,0.2,0.6,1.2,8.9,griffaj01
179,Blake Griffin,C,33,BOS,34,14,14.4,1.7,3.5,.492,0.6,1.7,.345,1.1,1.8,.633,.576,0.5,0.8,.615,1.1,2.6,3.7,1.3,0.4,0.2,0.5,1.9,4.5,griffbl01
180,Quentin Grimes,SG,22,NYK,64,59,29.1,3.6,7.9,.455,2.0,5.3,.371,1.6,2.6,.627,.580,1.0,1.3,.795,0.7,2.4,3.1,1.9,0.6,0.4,1.0,2.5,10.1,grimequ01
181,Rui Hachimura,PF,24,TOT,56,9,23.5,4.5,9.3,.483,0.9,2.6,.340,3.6,6.8,.537,.530,1.4,1.9,.748,0.8,3.6,4.3,0.9,0.3,0.4,0.9,1.1,11.3,hachiru01
181,Rui Hachimura,PF,24,WAS,30,0,24.3,5.3,10.8,.488,1.0,3.0,.337,4.3,7.8,.545,.534,1.5,1.9,.759,0.6,3.6,4.3,1.2,0.4,0.4,1.2,1.3,13.0,hachiru01
181,Rui Hachimura,PF,24,LAL,26,9,22.6,3.6,7.6,.475,0.7,2.1,.345,2.9,5.5,.524,.523,1.4,1.9,.735,0.9,3.5,4.4,0.6,0.3,0.3,0.5,0.9,9.3,hachiru01
182,Tyrese Haliburton,PG,22,IND,56,56,33.6,7.4,15.0,.490,2.9,7.2,.400,4.5,7.8,.572,.586,3.1,3.6,.871,0.6,3.1,3.7,10.4,1.6,0.4,2.5,1.2,20.7,halibty01
183,Jordan Hall,SF,21,SAS,9,0,9.2,1.0,3.1,.321,0.3,1.7,.200,0.7,1.4,.462,.375,0.8,1.0,.778,0.3,1.0,1.3,1.2,0.1,0.0,0.8,0.7,3.1,halljo02
184,R.J. Hampton,PG,21,TOT,39,1,15.3,2.1,4.7,.440,0.8,2.3,.375,1.2,2.5,.500,.530,1.3,1.6,.766,0.4,1.3,1.6,1.2,0.6,0.2,0.9,0.9,6.3,hamptrj01
184,R.J. Hampton,PG,21,ORL,26,0,13.9,1.9,4.4,.439,0.7,2.0,.340,1.2,2.3,.525,.518,1.2,1.4,.838,0.3,1.2,1.5,1.3,0.6,0.2,0.8,0.8,5.7,hamptrj01
184,R.J. Hampton,PG,21,DET,13,1,18.2,2.4,5.4,.443,1.2,2.7,.429,1.2,2.7,.457,.550,1.4,2.1,.667,0.5,1.5,1.9,1.0,0.6,0.2,1.1,1.2,7.3,hamptrj01
185,Tim Hardaway Jr.,SG,30,DAL,65,40,30.2,4.7,11.9,.391,2.9,7.8,.376,1.7,4.2,.419,.514,1.7,2.3,.764,0.3,3.2,3.6,1.7,0.7,0.2,0.8,1.6,14.0,hardati02
186,James Harden,PG,33,PHI,53,53,36.9,6.5,14.6,.441,2.8,7.3,.384,3.6,7.3,.497,.537,5.7,6.5,.867,0.7,5.7,6.3,10.8,1.2,0.5,3.4,1.9,21.4,hardeja01
187,Jaden Hardy,SG,20,DAL,40,3,14.4,2.9,6.8,.430,1.3,3.2,.398,1.7,3.6,.458,.524,1.5,1.8,.836,0.2,1.6,1.8,1.2,0.3,0.1,0.9,1.4,8.7,hardyja02
188,Ron Harper Jr.,SF,22,TOR,4,0,3.5,1.0,1.8,.571,0.5,1.0,.500,0.5,0.8,.667,.714,0.0,0.0,,0.3,0.3,0.5,0.0,0.0,0.0,0.0,0.0,2.5,harpero02
189,Montrezl Harrell,C,29,PHI,52,7,12.1,2.2,3.6,.599,0.0,0.0,.000,2.2,3.6,.605,.599,1.1,1.6,.694,1.2,1.5,2.7,0.6,0.3,0.5,0.6,1.4,5.4,harremo01
190,Gary Harris,SG,28,ORL,43,37,25.1,3.0,6.5,.459,2.0,4.7,.440,1.0,1.9,.506,.616,0.6,0.7,.900,0.5,1.6,2.0,1.2,1.0,0.2,0.6,2.0,8.7,harriga01
191,Joe Harris,SG,31,BRK,67,33,21.4,2.8,6.1,.458,1.9,4.5,.428,0.9,1.6,.548,.618,0.2,0.4,.625,0.3,2.0,2.3,1.4,0.5,0.2,0.6,2.0,7.7,harrijo01
192,Kevon Harris,SG,25,ORL,31,0,12.4,1.1,2.7,.410,0.4,1.0,.367,0.7,1.7,.434,.476,0.7,0.9,.815,0.8,1.1,1.9,0.4,0.5,0.1,0.5,1.4,3.3,harrike01
193,Tobias Harris,PF,30,PHI,69,69,33.2,5.8,11.7,.501,1.8,4.5,.396,4.1,7.2,.567,.577,1.5,1.8,.869,0.9,4.9,5.8,2.5,0.9,0.6,1.2,2.0,15.0,harrito02
194,Josh Hart,SF-SG,27,TOT,69,51,32.6,3.7,6.9,.526,0.8,2.2,.370,2.8,4.7,.600,.586,1.8,2.4,.750,1.9,5.9,7.8,3.9,1.1,0.2,1.5,2.6,9.9,hartjo01
194,Josh Hart,SF,27,POR,51,51,33.4,3.6,7.1,.504,0.7,2.2,.304,2.9,4.9,.594,.551,1.7,2.3,.731,1.9,6.3,8.2,3.9,1.1,0.2,1.5,2.6,9.5,hartjo01
194,Josh Hart,SG,27,NYK,18,0,30.3,3.8,6.4,.595,1.3,2.3,.548,2.6,4.1,.622,.694,2.0,2.5,.800,1.8,4.9,6.7,3.8,1.4,0.4,1.5,2.6,10.9,hartjo01
195,Isaiah Hartenstein,C,24,NYK,75,7,19.6,2.1,4.0,.520,0.1,0.5,.216,2.0,3.5,.563,.534,0.6,0.8,.746,2.7,3.9,6.6,1.0,0.6,0.8,0.8,2.6,4.8,harteis01
196,Udonis Haslem,C,42,MIA,6,1,7.7,0.2,2.0,.083,0.0,0.3,.000,0.2,1.7,.100,.083,0.2,0.3,.500,0.7,0.7,1.3,0.0,0.2,0.2,0.0,1.3,0.5,hasleud01
197,Sam Hauser,PF,25,BOS,72,4,15.6,2.1,4.7,.452,1.7,4.0,.420,0.5,0.7,.623,.629,0.2,0.2,.706,0.5,2.0,2.5,0.7,0.3,0.3,0.3,1.3,6.1,hausesa01
198,Jaxson Hayes,C,22,NOP,45,2,13.4,1.9,3.4,.559,0.1,0.6,.111,1.8,2.8,.656,.569,1.3,1.8,.699,0.9,2.0,2.9,0.8,0.4,0.4,0.7,1.5,5.1,hayesja02
199,Killian Hayes,PG,21,DET,68,48,27.4,3.9,10.5,.373,1.1,3.7,.285,2.8,6.7,.421,.423,0.9,1.2,.810,0.3,2.4,2.8,6.2,1.4,0.4,2.2,2.9,9.8,hayeski01
200,Gordon Hayward,SF,32,CHO,49,49,31.5,5.5,11.6,.473,1.0,3.2,.321,4.4,8.3,.532,.518,2.5,3.1,.805,0.7,3.6,4.3,4.1,0.9,0.2,2.0,1.4,14.5,haywago01
201,Juancho Hernangómez,PF,27,TOR,42,10,14.6,1.1,2.7,.421,0.4,1.6,.254,0.7,1.1,.660,.496,0.2,0.4,.563,0.6,2.3,2.9,0.6,0.4,0.1,0.4,1.0,2.9,hernaju01
202,Willy Hernangómez,C,28,NOP,37,2,12.2,2.4,4.5,.524,0.1,0.3,.273,2.3,4.2,.542,.533,2.2,2.8,.779,1.6,3.2,4.8,0.9,0.5,0.4,1.1,1.7,7.0,hernawi01
203,Tyler Herro,SG,23,MIA,61,61,35.2,7.3,16.7,.438,3.0,8.1,.377,4.3,8.6,.495,.529,2.6,2.8,.929,0.4,5.1,5.6,4.3,0.8,0.3,2.4,1.6,20.3,herroty01
204,Buddy Hield,SF,30,IND,75,73,31.6,6.0,13.2,.454,3.6,8.6,.421,2.4,4.6,.514,.591,1.3,1.6,.826,0.9,4.2,5.0,2.8,1.2,0.3,1.8,2.0,16.9,hieldbu01
205,Haywood Highsmith,SF,26,MIA,50,9,17.8,1.7,4.0,.429,0.7,2.1,.350,1.0,1.9,.516,.520,0.2,0.5,.462,1.0,2.4,3.4,0.7,0.7,0.3,0.7,1.5,4.4,highsha01
206,George Hill,PG,36,TOT,42,1,18.5,1.7,3.7,.455,0.7,2.1,.322,1.0,1.6,.627,.545,0.9,1.1,.750,0.3,1.6,1.9,2.4,0.6,0.1,0.8,1.2,4.9,hillge01
